id,category,type,front,back,example,hint
s0816,Emails,Situation,Use this when involving relevant stakeholders.,I have copied the responsible colleagues for transparency.,Ich habe die zuständigen Kollegen zur Transparenz in Kopie genommen.,Passende Reaktion für die Situation
p0817,Emails,Professional Phrase,Could we schedule a short call to discuss the remaining points?,"Könnten wir einen kurzen Termin vereinbaren, um die verbleibenden Punkte zu besprechen?",Use this when written clarification is inefficient.,Professionelle Formulierung
r0818,Emails,Active Recall,"Wie würdest du professionell sagen: „Könnten wir einen kurzen Termin vereinbaren, um die verbleibenden Punkte zu besprechen?“",Could we schedule a short call to discuss the remaining points?,Use this when written clarification is inefficient.,Aktive berufliche Formulierung
s0819,Emails,Situation,Use this when written clarification is inefficient.,Could we schedule a short call to discuss the remaining points?,"Könnten wir einen kurzen Termin vereinbaren, um die verbleibenden Punkte zu besprechen?",Passende Reaktion für die Situation
p0820,Emails,Professional Phrase,I apologise for the delayed response.,Ich entschuldige mich für die verspätete Rückmeldung.,Use this when responding later than expected.,Professionelle Formulierung
r0821,Emails,Active Recall,Wie würdest du professionell sagen: „Ich entschuldige mich für die verspätete Rückmeldung.“,I apologise for the delayed response.,Use this when responding later than expected.,Aktive berufliche Formulierung
s0822,Emails,Situation,Use this when responding later than expected.,I apologise for the delayed response.,Ich entschuldige mich für die verspätete Rückmeldung.,Passende Reaktion für die Situation
p0823,Emails,Professional Phrase,Thank you for your patience.,Vielen Dank für deine Geduld.,Use this after a delay.,Professionelle Formulierung
r0824,Emails,Active Recall,Wie würdest du professionell sagen: „Vielen Dank für deine Geduld.“,Thank you for your patience.,Use this after a delay.,Aktive berufliche Formulierung
s0825,Emails,Situation,Use this after a delay.,Thank you for your patience.,Vielen Dank für deine Geduld.,Passende Reaktion für die Situation
p0826,Onboarding,Professional Phrase,I have recently joined the Group Accounting team.,Ich bin vor Kurzem dem Group-Accounting-Team beigetreten.,Use this when introducing yourself.,Professionelle Formulierung
r0827,Onboarding,Active Recall,Wie würdest du professionell sagen: „Ich bin vor Kurzem dem Group-Accounting-Team beigetreten.“,I have recently joined the Group Accounting team.,Use this when introducing yourself.,Aktive berufliche Formulierung
s0828,Onboarding,Situation,Use this when introducing yourself.,I have recently joined the Group Accounting team.,Ich bin vor Kurzem dem Group-Accounting-Team beigetreten.,Passende Reaktion für die Situation
p0829,Onboarding,Professional Phrase,I previously worked in Internal Sales and supported commercial processes.,Zuvor war ich im Vertriebsinnendienst tätig und unterstützte kaufmännische Prozesse.,Use this to explain your previous role.,Professionelle Formulierung
r0830,Onboarding,Active Recall,Wie würdest du professionell sagen: „Zuvor war ich im Vertriebsinnendienst tätig und unterstützte kaufmännische Prozesse.“,I previously worked in Internal Sales and supported commercial processes.,Use this to explain your previous role.,Aktive berufliche Formulierung
s0831,Onboarding,Situation,Use this to explain your previous role.,I previously worked in Internal Sales and supported commercial processes.,Zuvor war ich im Vertriebsinnendienst tätig und unterstützte kaufmännische Prozesse.,Passende Reaktion für die Situation
p0832,Onboarding,Professional Phrase,My current focus is on learning the relevant accounting processes and systems.,"Mein aktueller Schwerpunkt liegt darauf, die relevanten Accounting-Prozesse und Systeme kennenzulernen.",Use this to describe your onboarding priorities.,Professionelle Formulierung
r0833,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Mein aktueller Schwerpunkt liegt darauf, die relevanten Accounting-Prozesse und Systeme kennenzulernen.“",My current focus is on learning the relevant accounting processes and systems.,Use this to describe your onboarding priorities.,Aktive berufliche Formulierung
s0834,Onboarding,Situation,Use this to describe your onboarding priorities.,My current focus is on learning the relevant accounting processes and systems.,"Mein aktueller Schwerpunkt liegt darauf, die relevanten Accounting-Prozesse und Systeme kennenzulernen.",Passende Reaktion für die Situation
p0835,Onboarding,Professional Phrase,I am looking forward to working with you and learning from the team.,"Ich freue mich auf die Zusammenarbeit und darauf, vom Team zu lernen.",Use this as a positive introduction.,Professionelle Formulierung
r0836,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Ich freue mich auf die Zusammenarbeit und darauf, vom Team zu lernen.“",I am looking forward to working with you and learning from the team.,Use this as a positive introduction.,Aktive berufliche Formulierung
s0837,Onboarding,Situation,Use this as a positive introduction.,I am looking forward to working with you and learning from the team.,"Ich freue mich auf die Zusammenarbeit und darauf, vom Team zu lernen.",Passende Reaktion für die Situation
p0838,Onboarding,Professional Phrase,"At this stage, I am mainly here to listen and gain a better understanding of the process.","In dieser Phase bin ich hauptsächlich hier, um zuzuhören und den Prozess besser zu verstehen.",Use this in your first international meetings.,Professionelle Formulierung
r0839,Onboarding,Active Recall,"Wie würdest du professionell sagen: „In dieser Phase bin ich hauptsächlich hier, um zuzuhören und den Prozess besser zu verstehen.“","At this stage, I am mainly here to listen and gain a better understanding of the process.",Use this in your first international meetings.,Aktive berufliche Formulierung
s0840,Onboarding,Situation,Use this in your first international meetings.,"At this stage, I am mainly here to listen and gain a better understanding of the process.","In dieser Phase bin ich hauptsächlich hier, um zuzuhören und den Prozess besser zu verstehen.",Passende Reaktion für die Situation
p0841,Onboarding,Professional Phrase,Please feel free to correct me if I use an incorrect term.,"Korrigiere mich gerne, falls ich einen falschen Begriff verwende.",Use this to invite useful feedback.,Professionelle Formulierung
r0842,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Korrigiere mich gerne, falls ich einen falschen Begriff verwende.“",Please feel free to correct me if I use an incorrect term.,Use this to invite useful feedback.,Aktive berufliche Formulierung
s0843,Onboarding,Situation,Use this to invite useful feedback.,Please feel free to correct me if I use an incorrect term.,"Korrigiere mich gerne, falls ich einen falschen Begriff verwende.",Passende Reaktion für die Situation
p0844,Onboarding,Professional Phrase,I may need some time to become fully familiar with the process.,"Ich brauche möglicherweise etwas Zeit, um mit dem Prozess vollständig vertraut zu werden.",Use this to set realistic expectations.,Professionelle Formulierung
r0845,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Ich brauche möglicherweise etwas Zeit, um mit dem Prozess vollständig vertraut zu werden.“",I may need some time to become fully familiar with the process.,Use this to set realistic expectations.,Aktive berufliche Formulierung
s0846,Onboarding,Situation,Use this to set realistic expectations.,I may need some time to become fully familiar with the process.,"Ich brauche möglicherweise etwas Zeit, um mit dem Prozess vollständig vertraut zu werden.",Passende Reaktion für die Situation
p0847,Onboarding,Professional Phrase,I have already gained some initial insight into the dividend process.,Ich habe bereits erste Einblicke in den Dividendenprozess gewonnen.,Use this to explain your current level of exposure.,Professionelle Formulierung
r0848,Onboarding,Active Recall,Wie würdest du professionell sagen: „Ich habe bereits erste Einblicke in den Dividendenprozess gewonnen.“,I have already gained some initial insight into the dividend process.,Use this to explain your current level of exposure.,Aktive berufliche Formulierung
s0849,Onboarding,Situation,Use this to explain your current level of exposure.,I have already gained some initial insight into the dividend process.,Ich habe bereits erste Einblicke in den Dividendenprozess gewonnen.,Passende Reaktion für die Situation
p0850,Onboarding,Professional Phrase,My goal is to become increasingly independent over the coming months.,"Mein Ziel ist es, in den kommenden Monaten zunehmend selbstständig zu werden.",Use this to communicate development ambition.,Professionelle Formulierung
r0851,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Mein Ziel ist es, in den kommenden Monaten zunehmend selbstständig zu werden.“",My goal is to become increasingly independent over the coming months.,Use this to communicate development ambition.,Aktive berufliche Formulierung
s0852,Onboarding,Situation,Use this to communicate development ambition.,My goal is to become increasingly independent over the coming months.,"Mein Ziel ist es, in den kommenden Monaten zunehmend selbstständig zu werden.",Passende Reaktion für die Situation
p0853,Onboarding,Professional Phrase,Could you show me where the relevant documentation is stored?,"Könntest du mir zeigen, wo die relevanten Unterlagen gespeichert sind?",Use this when learning a new process.,Professionelle Formulierung
r0854,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Könntest du mir zeigen, wo die relevanten Unterlagen gespeichert sind?“",Could you show me where the relevant documentation is stored?,Use this when learning a new process.,Aktive berufliche Formulierung
s0855,Onboarding,Situation,Use this when learning a new process.,Could you show me where the relevant documentation is stored?,"Könntest du mir zeigen, wo die relevanten Unterlagen gespeichert sind?",Passende Reaktion für die Situation
p0856,Onboarding,Professional Phrase,Which system do we use for this step?,Welches System verwenden wir für diesen Schritt?,Use this to understand the process landscape.,Professionelle Formulierung
r0857,Onboarding,Active Recall,Wie würdest du professionell sagen: „Welches System verwenden wir für diesen Schritt?“,Which system do we use for this step?,Use this to understand the process landscape.,Aktive berufliche Formulierung
s0858,Onboarding,Situation,Use this to understand the process landscape.,Which system do we use for this step?,Welches System verwenden wir für diesen Schritt?,Passende Reaktion für die Situation
p0859,Onboarding,Professional Phrase,What are the most common errors in this process?,Was sind die häufigsten Fehler in diesem Prozess?,Use this to learn risk points quickly.,Professionelle Formulierung
r0860,Onboarding,Active Recall,Wie würdest du professionell sagen: „Was sind die häufigsten Fehler in diesem Prozess?“,What are the most common errors in this process?,Use this to learn risk points quickly.,Aktive berufliche Formulierung
s0861,Onboarding,Situation,Use this to learn risk points quickly.,What are the most common errors in this process?,Was sind die häufigsten Fehler in diesem Prozess?,Passende Reaktion für die Situation
p0862,Onboarding,Professional Phrase,How is this process reflected in SAP?,Wie wird dieser Prozess in SAP abgebildet?,Use this to connect process and system knowledge.,Professionelle Formulierung
r0863,Onboarding,Active Recall,Wie würdest du professionell sagen: „Wie wird dieser Prozess in SAP abgebildet?“,How is this process reflected in SAP?,Use this to connect process and system knowledge.,Aktive berufliche Formulierung
s0864,Onboarding,Situation,Use this to connect process and system knowledge.,How is this process reflected in SAP?,Wie wird dieser Prozess in SAP abgebildet?,Passende Reaktion für die Situation
p0865,Onboarding,Professional Phrase,Who should I contact if an intercompany difference cannot be resolved?,"Wen sollte ich kontaktieren, wenn eine Intercompany-Differenz nicht geklärt werden kann?",Use this to clarify escalation paths.,Professionelle Formulierung
r0866,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Wen sollte ich kontaktieren, wenn eine Intercompany-Differenz nicht geklärt werden kann?“",Who should I contact if an intercompany difference cannot be resolved?,Use this to clarify escalation paths.,Aktive berufliche Formulierung
s0867,Onboarding,Situation,Use this to clarify escalation paths.,Who should I contact if an intercompany difference cannot be resolved?,"Wen sollte ich kontaktieren, wenn eine Intercompany-Differenz nicht geklärt werden kann?",Passende Reaktion für die Situation
p0868,Onboarding,Professional Phrase,Is there a checklist that I can use for this process?,"Gibt es eine Checkliste, die ich für diesen Prozess verwenden kann?",Use this to work more reliably.,Professionelle Formulierung
r0869,Onboarding,Active Recall,"Wie würdest du professionell sagen: „Gibt es eine Checkliste, die ich für diesen Prozess verwenden kann?“",Is there a checklist that I can use for this process?,Use this to work more reliably.,Aktive berufliche Formulierung
s0870,Onboarding,Situation,Use this to work more reliably.,Is there a checklist that I can use for this process?,"Gibt es eine Checkliste, die ich für diesen Prozess verwenden kann?",Passende Reaktion für die Situation
p0871,Professional Confidence,Professional Phrase,I have prepared a first draft for your review.,Ich habe einen ersten Entwurf zur Prüfung vorbereitet.,Use this when submitting work during onboarding.,Professionelle Formulierung
r0872,Professional Confidence,Active Recall,Wie würdest du professionell sagen: „Ich habe einen ersten Entwurf zur Prüfung vorbereitet.“,I have prepared a first draft for your review.,Use this when submitting work during onboarding.,Aktive berufliche Formulierung
s0873,Professional Confidence,Situation,Use this when submitting work during onboarding.,I have prepared a first draft for your review.,Ich habe einen ersten Entwurf zur Prüfung vorbereitet.,Passende Reaktion für die Situation
p0874,Professional Confidence,Professional Phrase,I have checked the figures against the supporting documentation.,Ich habe die Zahlen mit den zugrunde liegenden Unterlagen abgeglichen.,Use this to explain your validation work.,Professionelle Formulierung
r0875,Professional Confidence,Active Recall,Wie würdest du professionell sagen: „Ich habe die Zahlen mit den zugrunde liegenden Unterlagen abgeglichen.“,I have checked the figures against the supporting documentation.,Use this to explain your validation work.,Aktive berufliche Formulierung
s0876,Professional Confidence,Situation,Use this to explain your validation work.,I have checked the figures against the supporting documentation.,Ich habe die Zahlen mit den zugrunde liegenden Unterlagen abgeglichen.,Passende Reaktion für die Situation
p0877,Professional Confidence,Professional Phrase,I have identified a potential inconsistency that should be reviewed.,"Ich habe eine mögliche Unstimmigkeit festgestellt, die geprüft werden sollte.",Use this to flag an issue without overstating it.,Professionelle Formulierung
r0878,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich habe eine mögliche Unstimmigkeit festgestellt, die geprüft werden sollte.“",I have identified a potential inconsistency that should be reviewed.,Use this to flag an issue without overstating it.,Aktive berufliche Formulierung
s0879,Professional Confidence,Situation,Use this to flag an issue without overstating it.,I have identified a potential inconsistency that should be reviewed.,"Ich habe eine mögliche Unstimmigkeit festgestellt, die geprüft werden sollte.",Passende Reaktion für die Situation
p0880,Professional Confidence,Professional Phrase,"I may have misunderstood the instruction, so I would like to confirm it once more.","Ich könnte die Anweisung missverstanden haben, daher möchte ich sie noch einmal bestätigen.",Use this when instructions are unclear.,Professionelle Formulierung
r0881,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich könnte die Anweisung missverstanden haben, daher möchte ich sie noch einmal bestätigen.“","I may have misunderstood the instruction, so I would like to confirm it once more.",Use this when instructions are unclear.,Aktive berufliche Formulierung
s0882,Professional Confidence,Situation,Use this when instructions are unclear.,"I may have misunderstood the instruction, so I would like to confirm it once more.","Ich könnte die Anweisung missverstanden haben, daher möchte ich sie noch einmal bestätigen.",Passende Reaktion für die Situation
p0883,Professional Confidence,Professional Phrase,I made an error in the initial version and have corrected it.,Ich habe in der ersten Version einen Fehler gemacht und ihn korrigiert.,Use this to acknowledge an error professionally.,Professionelle Formulierung
r0884,Professional Confidence,Active Recall,Wie würdest du professionell sagen: „Ich habe in der ersten Version einen Fehler gemacht und ihn korrigiert.“,I made an error in the initial version and have corrected it.,Use this to acknowledge an error professionally.,Aktive berufliche Formulierung
s0885,Professional Confidence,Situation,Use this to acknowledge an error professionally.,I made an error in the initial version and have corrected it.,Ich habe in der ersten Version einen Fehler gemacht und ihn korrigiert.,Passende Reaktion für die Situation
p0886,Professional Confidence,Professional Phrase,The error did not have a material impact on the reported figures.,Der Fehler hatte keine wesentliche Auswirkung auf die berichteten Zahlen.,Use this to explain impact accurately.,Professionelle Formulierung
r0887,Professional Confidence,Active Recall,Wie würdest du professionell sagen: „Der Fehler hatte keine wesentliche Auswirkung auf die berichteten Zahlen.“,The error did not have a material impact on the reported figures.,Use this to explain impact accurately.,Aktive berufliche Formulierung
s0888,Professional Confidence,Situation,Use this to explain impact accurately.,The error did not have a material impact on the reported figures.,Der Fehler hatte keine wesentliche Auswirkung auf die berichteten Zahlen.,Passende Reaktion für die Situation
p0889,Professional Confidence,Professional Phrase,I have documented the correction to ensure transparency.,"Ich habe die Korrektur dokumentiert, um Transparenz sicherzustellen.",Use this after correcting an error.,Professionelle Formulierung
r0890,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich habe die Korrektur dokumentiert, um Transparenz sicherzustellen.“",I have documented the correction to ensure transparency.,Use this after correcting an error.,Aktive berufliche Formulierung
s0891,Professional Confidence,Situation,Use this after correcting an error.,I have documented the correction to ensure transparency.,"Ich habe die Korrektur dokumentiert, um Transparenz sicherzustellen.",Passende Reaktion für die Situation
p0892,Professional Confidence,Professional Phrase,I would appreciate your feedback on whether the level of detail is appropriate.,"Ich würde mich über dein Feedback freuen, ob der Detaillierungsgrad angemessen ist.",Use this to calibrate your work product.,Professionelle Formulierung
r0893,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich würde mich über dein Feedback freuen, ob der Detaillierungsgrad angemessen ist.“",I would appreciate your feedback on whether the level of detail is appropriate.,Use this to calibrate your work product.,Aktive berufliche Formulierung
s0894,Professional Confidence,Situation,Use this to calibrate your work product.,I would appreciate your feedback on whether the level of detail is appropriate.,"Ich würde mich über dein Feedback freuen, ob der Detaillierungsgrad angemessen ist.",Passende Reaktion für die Situation
p0895,Professional Confidence,Professional Phrase,I am confident that I can take over this task independently going forward.,"Ich bin zuversichtlich, dass ich diese Aufgabe künftig selbstständig übernehmen kann.",Use this after successful onboarding.,Professionelle Formulierung
r0896,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich bin zuversichtlich, dass ich diese Aufgabe künftig selbstständig übernehmen kann.“",I am confident that I can take over this task independently going forward.,Use this after successful onboarding.,Aktive berufliche Formulierung
s0897,Professional Confidence,Situation,Use this after successful onboarding.,I am confident that I can take over this task independently going forward.,"Ich bin zuversichtlich, dass ich diese Aufgabe künftig selbstständig übernehmen kann.",Passende Reaktion für die Situation
p0898,Meetings,Professional Phrase,Let us agree on the next steps and responsibilities.,Lass uns die nächsten Schritte und Verantwortlichkeiten festlegen.,Use this at the end of a discussion.,Professionelle Formulierung
r0899,Meetings,Active Recall,Wie würdest du professionell sagen: „Lass uns die nächsten Schritte und Verantwortlichkeiten festlegen.“,Let us agree on the next steps and responsibilities.,Use this at the end of a discussion.,Aktive berufliche Formulierung
s0900,Meetings,Situation,Use this at the end of a discussion.,Let us agree on the next steps and responsibilities.,Lass uns die nächsten Schritte und Verantwortlichkeiten festlegen.,Passende Reaktion für die Situation
p0901,Meetings,Professional Phrase,I will send a short summary after the meeting.,Ich werde nach dem Meeting eine kurze Zusammenfassung senden.,Use this to ensure a common record.,Professionelle Formulierung
r0902,Meetings,Active Recall,Wie würdest du professionell sagen: „Ich werde nach dem Meeting eine kurze Zusammenfassung senden.“,I will send a short summary after the meeting.,Use this to ensure a common record.,Aktive berufliche Formulierung
s0903,Meetings,Situation,Use this to ensure a common record.,I will send a short summary after the meeting.,Ich werde nach dem Meeting eine kurze Zusammenfassung senden.,Passende Reaktion für die Situation
p0904,Meetings,Professional Phrase,"Before we close, are there any additional questions?",Bevor wir abschließen: Gibt es noch weitere Fragen?,Use this when chairing or concluding a meeting.,Professionelle Formulierung
r0905,Meetings,Active Recall,Wie würdest du professionell sagen: „Bevor wir abschließen: Gibt es noch weitere Fragen?“,"Before we close, are there any additional questions?",Use this when chairing or concluding a meeting.,Aktive berufliche Formulierung
s0906,Meetings,Situation,Use this when chairing or concluding a meeting.,"Before we close, are there any additional questions?",Bevor wir abschließen: Gibt es noch weitere Fragen?,Passende Reaktion für die Situation
p0907,Meetings,Professional Phrase,That is a valid point and should be reflected in the final decision.,Das ist ein berechtigter Punkt und sollte in der endgültigen Entscheidung berücksichtigt werden.,Use this to acknowledge another perspective.,Professionelle Formulierung
r0908,Meetings,Active Recall,Wie würdest du professionell sagen: „Das ist ein berechtigter Punkt und sollte in der endgültigen Entscheidung berücksichtigt werden.“,That is a valid point and should be reflected in the final decision.,Use this to acknowledge another perspective.,Aktive berufliche Formulierung
s0909,Meetings,Situation,Use this to acknowledge another perspective.,That is a valid point and should be reflected in the final decision.,Das ist ein berechtigter Punkt und sollte in der endgültigen Entscheidung berücksichtigt werden.,Passende Reaktion für die Situation
p0910,Meetings,Professional Phrase,"I agree with the proposed approach, provided that Legal confirms the documentation.","Ich stimme dem vorgeschlagenen Vorgehen zu, vorausgesetzt, Legal bestätigt die Unterlagen.",Use this for conditional agreement.,Professionelle Formulierung
r0911,Meetings,Active Recall,"Wie würdest du professionell sagen: „Ich stimme dem vorgeschlagenen Vorgehen zu, vorausgesetzt, Legal bestätigt die Unterlagen.“","I agree with the proposed approach, provided that Legal confirms the documentation.",Use this for conditional agreement.,Aktive berufliche Formulierung
s0912,Meetings,Situation,Use this for conditional agreement.,"I agree with the proposed approach, provided that Legal confirms the documentation.","Ich stimme dem vorgeschlagenen Vorgehen zu, vorausgesetzt, Legal bestätigt die Unterlagen.",Passende Reaktion für die Situation
p0913,Meetings,Professional Phrase,"I see the rationale, but I would like to understand the accounting impact in more detail.","Ich verstehe die Begründung, möchte aber die bilanziellen Auswirkungen genauer verstehen.",Use this to challenge constructively.,Professionelle Formulierung
r0914,Meetings,Active Recall,"Wie würdest du professionell sagen: „Ich verstehe die Begründung, möchte aber die bilanziellen Auswirkungen genauer verstehen.“","I see the rationale, but I would like to understand the accounting impact in more detail.",Use this to challenge constructively.,Aktive berufliche Formulierung
s0915,Meetings,Situation,Use this to challenge constructively.,"I see the rationale, but I would like to understand the accounting impact in more detail.","Ich verstehe die Begründung, möchte aber die bilanziellen Auswirkungen genauer verstehen.",Passende Reaktion für die Situation
p0916,Meetings,Professional Phrase,Could we separate the legal question from the accounting question?,Könnten wir die rechtliche Frage von der bilanziellen Frage trennen?,Use this to structure a complex discussion.,Professionelle Formulierung
r0917,Meetings,Active Recall,Wie würdest du professionell sagen: „Könnten wir die rechtliche Frage von der bilanziellen Frage trennen?“,Could we separate the legal question from the accounting question?,Use this to structure a complex discussion.,Aktive berufliche Formulierung
s0918,Meetings,Situation,Use this to structure a complex discussion.,Could we separate the legal question from the accounting question?,Könnten wir die rechtliche Frage von der bilanziellen Frage trennen?,Passende Reaktion für die Situation
p0919,Meetings,Professional Phrase,We may need input from Tax before making a final decision.,"Wir benötigen möglicherweise eine Einschätzung von Tax, bevor wir eine endgültige Entscheidung treffen.",Use this when tax consequences are relevant.,Professionelle Formulierung
r0920,Meetings,Active Recall,"Wie würdest du professionell sagen: „Wir benötigen möglicherweise eine Einschätzung von Tax, bevor wir eine endgültige Entscheidung treffen.“",We may need input from Tax before making a final decision.,Use this when tax consequences are relevant.,Aktive berufliche Formulierung
s0921,Meetings,Situation,Use this when tax consequences are relevant.,We may need input from Tax before making a final decision.,"Wir benötigen möglicherweise eine Einschätzung von Tax, bevor wir eine endgültige Entscheidung treffen.",Passende Reaktion für die Situation
p0922,Meetings,Professional Phrase,The proposed date is ambitious but still feasible.,"Der vorgeschlagene Termin ist ambitioniert, aber noch machbar.",Use this to assess a timeline realistically.,Professionelle Formulierung
r0923,Meetings,Active Recall,"Wie würdest du professionell sagen: „Der vorgeschlagene Termin ist ambitioniert, aber noch machbar.“",The proposed date is ambitious but still feasible.,Use this to assess a timeline realistically.,Aktive berufliche Formulierung
s0924,Meetings,Situation,Use this to assess a timeline realistically.,The proposed date is ambitious but still feasible.,"Der vorgeschlagene Termin ist ambitioniert, aber noch machbar.",Passende Reaktion für die Situation
p0925,Meetings,Professional Phrase,The proposed date does not appear feasible based on the current status.,Der vorgeschlagene Termin erscheint auf Basis des aktuellen Stands nicht realistisch.,Use this to reject an unrealistic deadline professionally.,Professionelle Formulierung
r0926,Meetings,Active Recall,Wie würdest du professionell sagen: „Der vorgeschlagene Termin erscheint auf Basis des aktuellen Stands nicht realistisch.“,The proposed date does not appear feasible based on the current status.,Use this to reject an unrealistic deadline professionally.,Aktive berufliche Formulierung
s0927,Meetings,Situation,Use this to reject an unrealistic deadline professionally.,The proposed date does not appear feasible based on the current status.,Der vorgeschlagene Termin erscheint auf Basis des aktuellen Stands nicht realistisch.,Passende Reaktion für die Situation
p0928,Meetings,Professional Phrase,Could we prioritise the items that are critical for closing?,"Könnten wir die Punkte priorisieren, die für den Abschluss kritisch sind?",Use this under time pressure.,Professionelle Formulierung
r0929,Meetings,Active Recall,"Wie würdest du professionell sagen: „Könnten wir die Punkte priorisieren, die für den Abschluss kritisch sind?“",Could we prioritise the items that are critical for closing?,Use this under time pressure.,Aktive berufliche Formulierung
s0930,Meetings,Situation,Use this under time pressure.,Could we prioritise the items that are critical for closing?,"Könnten wir die Punkte priorisieren, die für den Abschluss kritisch sind?",Passende Reaktion für die Situation
p0931,Meetings,Professional Phrase,Let us focus on the points that require a decision today.,"Lass uns auf die Punkte konzentrieren, die heute eine Entscheidung erfordern.",Use this to keep a meeting focused.,Professionelle Formulierung
r0932,Meetings,Active Recall,"Wie würdest du professionell sagen: „Lass uns auf die Punkte konzentrieren, die heute eine Entscheidung erfordern.“",Let us focus on the points that require a decision today.,Use this to keep a meeting focused.,Aktive berufliche Formulierung
s0933,Meetings,Situation,Use this to keep a meeting focused.,Let us focus on the points that require a decision today.,"Lass uns auf die Punkte konzentrieren, die heute eine Entscheidung erfordern.",Passende Reaktion für die Situation
p0934,Professional Confidence,Professional Phrase,"I do not have the figures in front of me, but I can confirm them afterwards.","Ich habe die Zahlen gerade nicht vorliegen, kann sie aber im Nachgang bestätigen.",Use this instead of guessing.,Professionelle Formulierung
r0935,Professional Confidence,Active Recall,"Wie würdest du professionell sagen: „Ich habe die Zahlen gerade nicht vorliegen, kann sie aber im Nachgang bestätigen.“","I do not have the figures in front of me, but I can confirm them afterwards.",Use this instead of guessing.,Aktive berufliche Formulierung
s0936,Professional Confidence,Situation,Use this instead of guessing.,"I do not have the figures in front of me, but I can confirm them afterwards.","Ich habe die Zahlen gerade nicht vorliegen, kann sie aber im Nachgang bestätigen.",Passende Reaktion für die Situation
p0937,Accounting Communication,Professional Phrase,"Based on the information currently available, no adjustment is required.",Auf Grundlage der derzeit verfügbaren Informationen ist keine Anpassung erforderlich.,Use this when documenting an assessment.,Professionelle Formulierung
r0938,Accounting Communication,Active Recall,Wie würdest du professionell sagen: „Auf Grundlage der derzeit verfügbaren Informationen ist keine Anpassung erforderlich.“,"Based on the information currently available, no adjustment is required.",Use this when documenting an assessment.,Aktive berufliche Formulierung
s0939,Accounting Communication,Situation,Use this when documenting an assessment.,"Based on the information currently available, no adjustment is required.",Auf Grundlage der derzeit verfügbaren Informationen ist keine Anpassung erforderlich.,Passende Reaktion für die Situation
p0940,Accounting Communication,Professional Phrase,The transaction should be recorded in the period in which the obligation arises.,"Die Transaktion sollte in der Periode erfasst werden, in der die Verpflichtung entsteht.",Use this to explain cut-off logic.,Professionelle Formulierung
r0941,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Die Transaktion sollte in der Periode erfasst werden, in der die Verpflichtung entsteht.“",The transaction should be recorded in the period in which the obligation arises.,Use this to explain cut-off logic.,Aktive berufliche Formulierung
s0942,Accounting Communication,Situation,Use this to explain cut-off logic.,The transaction should be recorded in the period in which the obligation arises.,"Die Transaktion sollte in der Periode erfasst werden, in der die Verpflichtung entsteht.",Passende Reaktion für die Situation
p0943,Accounting Communication,Professional Phrase,"The parent company recognises a receivable, whereas the subsidiary recognises a liability.","Die Muttergesellschaft erfasst eine Forderung, während die Tochtergesellschaft eine Verbindlichkeit erfasst.",Use this to explain both perspectives of a dividend.,Professionelle Formulierung
r0944,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Die Muttergesellschaft erfasst eine Forderung, während die Tochtergesellschaft eine Verbindlichkeit erfasst.“","The parent company recognises a receivable, whereas the subsidiary recognises a liability.",Use this to explain both perspectives of a dividend.,Aktive berufliche Formulierung
s0945,Accounting Communication,Situation,Use this to explain both perspectives of a dividend.,"The parent company recognises a receivable, whereas the subsidiary recognises a liability.","Die Muttergesellschaft erfasst eine Forderung, während die Tochtergesellschaft eine Verbindlichkeit erfasst.",Passende Reaktion für die Situation
p0946,Accounting Communication,Professional Phrase,The payment itself does not create the obligation; it settles an existing balance.,"Die Zahlung selbst begründet nicht die Verpflichtung, sondern begleicht einen bestehenden Saldo.",Use this to distinguish recognition from settlement.,Professionelle Formulierung
r0947,Accounting Communication,Active Recall,"Wie würdest du professionell sagen: „Die Zahlung selbst begründet nicht die Verpflichtung, sondern begleicht einen bestehenden Saldo.“",The payment itself does not create the obligation; it settles an existing balance.,Use this to distinguish recognition from settlement.,Aktive berufliche Formulierung
s0948,Accounting Communication,Situation,Use this to distinguish recognition from settlement.,The payment itself does not create the obligation; it settles an existing balance.,"Die Zahlung selbst begründet nicht die Verpflichtung, sondern begleicht einen bestehenden Saldo.",Passende Reaktion für die Situation
p0949,Accounting Communication,Professional Phrase,The capital decrease affects contributed capital rather than retained earnings.,Die Kapitalherabsetzung betrifft eingezahltes Kapital und nicht Gewinnrücklagen.,Use this to distinguish a capital decrease from a dividend.,Professionelle Formulierung
